Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),Speed(mph),Speed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1,0.9,0m 0.9s,51.93767586,5.70387255,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,783,,,,GEO: You are in a Warning Zone (Class D Airspace). Fly with caution.,
2,1,0m 1s,51.93767586,5.70387255,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,880,,,,,
3,1.1,0m 1.1s,51.93767586,5.70387255,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,963,,,,,
4,1.2,0m 1.2s,51.93767597,5.70387244,P-GPS,0.0,0.0,1.1,0.5,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1023,1024,,,,,
5,1.4,0m 1.4s,51.93767597,5.70387245,P-GPS,0.0,0.0,0.7,0.3,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,1024,,,,,
6,1.5,0m 1.5s,51.93767596,5.70387245,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,1024,,,,,
7,1.6,0m 1.6s,51.93767597,5.70387245,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.3,1024,1024,1024,1024,1024,,,,,
8,1.7,0m 1.7s,51.93767597,5.70387245,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.7,-0.3,15.3,1024,1024,1024,1024,1024,,,,,
9,1.8,0m 1.8s,51.93767597,5.70387235,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1023,1024,,,,,
10,1.9,0m 1.9s,51.93767597,5.70387236,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
11,2,0m 2s,51.93767607,5.70387236,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
12,2.1,0m 2.1s,51.93767607,5.70387235,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
13,2.2,0m 2.2s,51.93767607,5.70387235,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,RTH Altitude: 30M
14,2.3,0m 2.3s,51.93767607,5.70387235,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
15,2.4,0m 2.4s,51.93767606,5.70387235,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
16,2.5,0m 2.5s,51.93767606,5.70387234,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
17,2.6,0m 2.6s,51.93767606,5.70387224,Manual Takeoff,0.0,0.0,1.5,0.7,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
18,2.7,0m 2.7s,51.93767606,5.70387224,Manual Takeoff,0.0,0.0,1.5,0.7,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
19,2.8,0m 2.8s,51.93767616,5.70387223,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
20,2.9,0m 2.9s,51.93767616,5.70387223,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.09,0.003,3.771,3.773,3.772,3.774,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1024,,,,,
21,3,0m 3s,51.93767616,5.70387213,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.8,-0.3,15.4,1024,1024,1024,1024,1034,,,,,
22,3.1,0m 3.1s,51.93767616,5.70387212,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.8,-0.3,15.5,1024,1024,1024,1024,1097,,,,,
23,3.2,0m 3.2s,51.93767616,5.70387212,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.8,-0.3,15.5,1024,1024,1024,1024,1148,,,,,
24,3.3,0m 3.3s,51.93767616,5.70387212,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.8,-0.3,15.5,1024,1024,1024,1024,1175,,,,,
25,3.4,0m 3.4s,51.93767616,5.70387211,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.7,-0.3,15.5,1024,1024,1024,1024,1176,,,,,
26,3.5,0m 3.5s,51.93767616,5.70387211,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.7,-0.3,15.4,1024,1024,1024,1024,1203,,,,,
27,3.6,0m 3.6s,51.93767616,5.70387211,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.7,-0.3,15.4,1024,1024,1024,1024,1206,,,,,
28,3.7,0m 3.7s,51.93767615,5.70387213,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.7,-0.3,15.4,1024,1024,1024,1024,1219,,,,,
29,3.8,0m 3.8s,51.93767625,5.70387202,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.6,-0.3,15.4,1024,1024,1024,1024,1239,,,,,
30,3.9,0m 3.9s,51.93767625,5.70387202,Manual Takeoff,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.025,0.015,3.754,3.748,3.76,3.763,0,0,0,-0.4,-0.4,15.3,1024,1024,1024,1024,1263,,,,,
31,4,0m 4s,51.93767624,5.70387201,Manual Takeoff,0.0,0.0,1.1,0.5,0.0,0.0,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,0,0,-0.1,0.3,-0.5,14.9,1024,1024,1024,1024,1273,,,,,
32,4.2,0m 4.2s,51.93767617,5.70387182,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,0,0,-0.4,2.1,-0.5,13.4,1024,1024,1024,1024,1296,,,,,
33,4.3,0m 4.3s,51.9376761,5.70387174,P-GPS,0.0,0.0,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-0.4,1.3,-0.4,12.8,1024,1024,1024,1024,1296,,,,,
34,4.5,0m 4.5s,51.93767594,5.7038715,P-GPS,0.3,0.1,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-0.5,0.6,-0.1,12.3,1024,1024,1024,1024,1329,,,,,
35,4.6,0m 4.6s,51.93767572,5.70387132,P-GPS,0.7,0.2,0.0,0.0,0.0,0.0,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-0.7,0.2,0,12.3,1024,1024,1024,1024,1329,,,,,
36,4.7,0m 4.7s,51.9376756,5.70387127,P-GPS,0.7,0.2,0.0,0.0,0.3,0.1,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-0.8,-0.2,0.1,12.3,1024,1024,1024,1024,1347,,,,,
37,4.8,0m 4.8s,51.93767536,5.7038711,P-GPS,1.0,0.3,0.0,0.0,0.4,0.1,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-0.9,-0.3,0.1,12.3,1024,1024,1024,1024,1344,,,,,
38,4.9,0m 4.9s,51.93767523,5.70387108,P-GPS,1.3,0.4,1.1,0.5,0.4,0.1,51.93767575,5.70387256,18,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-1,-0.4,0.4,12.2,1024,1024,1024,1024,1329,,,,,
39,5,0m 5s,51.9376752,5.70387102,P-GPS,1.6,0.5,0.0,0.0,0.0,0.0,51.93767575,5.70387256,19,32,15.016,0.017,3.761,3.763,3.746,3.746,-0.1,0,-1.1,-1.1,0.4,12.2,1024,1024,1024,1024,1325,,,,,
40,5.1,0m 5.1s,51.93767511,5.70387106,P-GPS,2.3,0.7,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.2,-1.7,0.1,12.4,1024,1024,1024,1024,1313,,,,,
41,5.2,0m 5.2s,51.93767502,5.70387112,P-GPS,2.6,0.8,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.3,-1.9,-0.3,12.7,1024,1024,1024,1024,1316,,,,,
42,5.3,0m 5.3s,51.93767499,5.70387111,P-GPS,3.3,1.0,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.4,-1.7,-0.5,13,1024,1024,1024,1024,1318,,,,,
43,5.4,0m 5.4s,51.93767492,5.70387105,P-GPS,3.6,1.1,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.3,-1.2,-0.3,13.3,1024,1024,1024,1024,1321,,,,,
44,5.5,0m 5.5s,51.93767496,5.70387107,P-GPS,3.9,1.2,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.3,-0.9,0,13.5,1024,1024,1024,1024,1331,,,,,
45,5.6,0m 5.6s,51.93767506,5.70387098,P-GPS,4.6,1.4,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.4,-0.8,0,13.7,1024,1024,1024,1024,1324,,,,,
46,5.7,0m 5.7s,51.93767513,5.703871,P-GPS,4.9,1.5,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.4,-0.8,0,13.7,1024,1024,1024,1024,1323,,,,,
47,5.8,0m 5.8s,51.9376754,5.70387093,P-GPS,5.6,1.7,0.0,0.0,0.3,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0,0,-1.5,-0.7,0.1,13.7,1024,1024,1024,1024,1329,,,,,
48,5.9,0m 5.9s,51.93767539,5.70387097,P-GPS,5.9,1.8,0.0,0.0,0.4,0.1,51.93767575,5.70387256,19,32,14.507,0.022,3.638,3.622,3.616,3.631,0.1,0,-1.5,-0.6,0.1,13.8,1024,1024,1024,1024,1343,,,,,
49,6,0m 6s,51.93767587,5.70387114,P-GPS,6.6,2.0,1.1,0.5,0.4,0.1,51.93767575,5.70387256,20,32,14.507,0.022,3.638,3.622,3.616,3.631,0.1,0.1,-1.5,-0.4,0.1,13.8,1024,1024,1024,1024,1365,,,,,
50,6.1,0m 6.1s,51.93767599,5.70387126,P-GPS,6.9,2.1,0.0,0.0,0.3,0.1,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.1,0.1,-1.5,0,0.2,13.9,1024,1024,1024,1024,1389,,,,,
51,6.2,0m 6.2s,51.93767656,5.70387146,P-GPS,7.5,2.3,0.0,0.0,0.4,0.1,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0.1,-1.6,0.5,0.1,13.9,1024,1024,1024,1024,1411,,,,,
52,6.3,0m 6.3s,51.93767679,5.70387168,P-GPS,8.2,2.5,1.1,0.5,0.3,0.1,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0.1,-1.7,1.3,-0.3,14.1,1024,1024,1024,1024,1439,,,,,
53,6.4,0m 6.4s,51.93767743,5.70387204,P-GPS,8.9,2.7,1.1,0.5,0.6,0.2,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0.1,-1.9,2.2,-0.3,14.2,1024,1024,1024,1024,1432,,,,,
54,6.5,0m 6.5s,51.93767774,5.70387229,P-GPS,9.5,2.9,1.5,0.7,0.8,0.2,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0.1,-2,2.8,-0.5,14.3,1024,1024,1024,1024,1441,,,,,
55,6.6,0m 6.6s,51.93767834,5.70387238,P-GPS,9.8,3.0,1.5,0.7,0.9,0.3,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0.1,-2.1,3.5,-1,14.4,1024,1024,1024,1024,1465,,,,,
56,6.7,0m 6.7s,51.93767858,5.70387254,P-GPS,10.8,3.3,1.1,0.5,1.0,0.3,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0,-2.2,4.1,-1,14.3,1024,1024,1024,1024,1471,,,,,
57,6.9,0m 6.9s,51.93767945,5.70387284,P-GPS,12.1,3.7,1.0,0.4,1.3,0.4,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.2,0,-2.4,5.2,0,14.3,1024,1024,1024,1024,1477,,,,,
58,7,0m 7s,51.93767994,5.70387305,P-GPS,13.1,4.0,1.0,0.4,1.5,0.5,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0.1,0.1,-2.5,5.6,0,14.4,1024,1024,1024,1024,1477,,,,,
59,7.1,0m 7.1s,51.93768016,5.70387328,P-GPS,13.8,4.2,0.0,0.0,1.6,0.5,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0.1,-2.5,5.9,0.1,14.5,1024,1024,1024,1024,1497,,,,,
60,7.2,0m 7.2s,51.93768073,5.70387325,P-GPS,14.8,4.5,0.0,0.0,1.8,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0,-2.6,6,0,14.5,1024,1024,1024,1024,1501,,,,,
61,7.3,0m 7.3s,51.93768075,5.70387336,P-GPS,15.7,4.8,0.0,0.0,1.8,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0,-2.6,6.3,-0.9,14.5,1024,1024,1024,1024,1502,,,,,
62,7.4,0m 7.4s,51.93768105,5.70387343,P-GPS,16.4,5.0,0.0,0.0,1.9,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0,-2.7,6,-1.1,14.6,1024,1024,1024,1024,1501,,,,,
63,7.5,0m 7.5s,51.93768099,5.70387347,P-GPS,17.4,5.3,0.0,0.0,1.9,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0,-2.8,5.2,0,14.4,1024,1024,1024,1024,1499,,,,,
64,7.6,0m 7.6s,51.93768124,5.7038735,P-GPS,18.4,5.6,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,0,0,-3,4.5,0.5,14.4,1024,1024,1024,1024,1498,,,,,
65,7.7,0m 7.7s,51.93768125,5.7038735,P-GPS,19.4,5.9,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,-0.1,0,-2.8,4.4,0.6,14.5,1024,1024,1024,1024,1491,,,,,
66,7.8,0m 7.8s,51.93768124,5.70387358,P-GPS,20.0,6.1,1.1,0.5,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,-0.1,0,-2.8,4.3,-0.4,14.5,1024,1024,1024,1024,1493,,,,,
67,7.9,0m 7.9s,51.93768115,5.70387359,P-GPS,21.0,6.4,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,-0.1,0,-2.9,3.8,-0.8,14.4,1024,1024,1024,1024,1494,,,,,
68,8,0m 8s,51.93768116,5.70387357,P-GPS,22.3,6.8,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,-0.1,0,-3,3.5,-1.2,14.1,1024,1024,1024,1024,1493,,,,,
69,8.1,0m 8.1s,51.93768107,5.70387366,P-GPS,23.3,7.1,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.37,0.015,3.582,3.596,3.597,3.595,-0.1,0,-2.9,3.6,-0.9,13.8,1024,1024,1024,1024,1496,,,,,
70,8.2,0m 8.2s,51.93768114,5.70387364,P-GPS,24.0,7.3,0.0,0.0,2.0,0.6,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.1,0,-2.9,3.4,-1.4,13.4,1024,1024,1024,1024,1494,,,,,
71,8.3,0m 8.3s,51.93768096,5.70387361,P-GPS,24.9,7.6,0.0,0.0,1.9,0.6,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.9,3.5,-1.1,13.1,1024,1024,1024,1024,1487,,,,,
72,8.4,0m 8.4s,51.937681,5.70387346,P-GPS,25.9,7.9,0.0,0.0,1.9,0.6,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-3.1,3.6,-0.1,13.1,1024,1024,1024,1024,1460,,,,,
73,8.5,0m 8.5s,51.9376808,5.70387341,P-GPS,27.2,8.3,0.0,0.0,1.8,0.6,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-3,3.3,0,13.3,1024,1024,1024,1024,1441,,,,,
74,8.6,0m 8.6s,51.9376807,5.7038734,P-GPS,27.9,8.5,0.0,0.0,1.8,0.6,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.9,3,-0.2,13.5,1024,1024,1024,1024,1460,,,,,
75,8.7,0m 8.7s,51.93768052,5.70387339,P-GPS,28.9,8.8,0.0,0.0,1.8,0.5,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.7,2.6,-0.6,13.6,1024,1024,1024,1024,1467,,,,,
76,8.8,0m 8.8s,51.93768036,5.70387332,P-GPS,29.9,9.1,0.0,0.0,1.7,0.5,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.7,2.8,-0.4,13.5,1024,1024,1024,1024,1473,,,,,
77,8.9,0m 8.9s,51.93768012,5.7038733,P-GPS,30.5,9.3,0.0,0.0,1.6,0.5,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.6,2.1,0.3,13.4,1024,1024,1024,1024,1474,,,,,
78,9,0m 9s,51.93767992,5.7038733,P-GPS,31.2,9.5,0.0,0.0,1.5,0.5,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.6,1.9,0.2,13.6,1024,1024,1024,1024,1467,,,,,
79,9.1,0m 9.1s,51.93767968,5.70387336,P-GPS,31.8,9.7,0.0,0.0,1.5,0.4,51.93767575,5.70387256,20,32,14.227,0.006,3.557,3.556,3.554,3.56,-0.2,0,-2.7,1.7,0,13.9,1024,1024,1024,1024,1466,,,,,
80,9.3,0m 9.3s,51.93767929,5.70387358,P-GPS,33.8,10.3,0.0,0.0,1.3,0.4,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.2,0,-2.8,1.2,-0.8,14.3,1024,1024,1024,1024,1419,,,,,
81,9.4,0m 9.4s,51.9376792,5.70387363,P-GPS,34.8,10.6,0.0,0.0,1.2,0.4,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.2,0,-2.7,1.3,-1.2,14.5,1024,1024,1024,1024,1406,,,,,
82,9.6,0m 9.6s,51.93767887,5.70387385,P-GPS,36.1,11.0,0.0,0.0,1.2,0.4,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.2,0,-2.4,1.7,-1,14.4,1024,1024,1024,1024,1447,,,,,
83,9.7,0m 9.7s,51.9376787,5.70387396,P-GPS,37.1,11.3,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.4,1.6,-1,14.3,1024,1024,1024,1024,1486,,,,,
84,9.8,0m 9.8s,51.93767867,5.70387417,P-GPS,37.7,11.5,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.5,1.4,-1.3,14.2,1024,1024,1024,1024,1501,,,,,
85,9.9,0m 9.9s,51.93767845,5.70387433,P-GPS,38.4,11.7,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.8,1.5,-1.4,14.3,1024,1024,1024,1024,1435,,,,,
86,10,0m 10s,51.9376784,5.7038746,P-GPS,39.4,12.0,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.7,1.6,-1.8,14.4,1024,1024,1024,1024,1385,,,,,
87,10.1,0m 10.1s,51.93767827,5.70387473,P-GPS,40.4,12.3,0.0,0.0,1.0,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.5,1.8,-2.1,14.4,1024,1024,1024,1024,1348,,,,,
88,10.2,0m 10.2s,51.93767816,5.70387503,P-GPS,41.0,12.5,0.0,0.0,1.0,0.3,51.93767575,5.70387256,20,32,14.112,0.017,3.517,3.531,3.534,3.53,-0.1,0,-2.3,2,-2.4,14.4,1024,1024,1024,1024,1367,,,,,
89,10.3,0m 10.3s,51.93767805,5.70387515,P-GPS,41.7,12.7,0.0,0.0,1.0,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,-0.1,0,-2.1,2,-2.6,14.3,1024,1024,1024,1024,1352,,,,,
90,10.4,0m 10.4s,51.93767814,5.7038753,P-GPS,42.3,12.9,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,-0.1,0,-2,1.9,-2.7,14.3,1024,1024,1024,1024,1306,,,,,
91,10.5,0m 10.5s,51.937678,5.70387551,P-GPS,43.0,13.1,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-1.9,2,-2.7,14.2,1024,1024,1024,1024,1279,,,,,
92,10.6,0m 10.6s,51.93767798,5.70387555,P-GPS,43.3,13.2,0.0,0.0,1.0,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-1.6,2,-2.8,14.1,1024,1024,1024,1024,1188,,,,,
93,10.7,0m 10.7s,51.93767791,5.70387558,P-GPS,43.6,13.3,0.0,0.0,1.0,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-1.3,2,-2.9,14.1,1024,1024,1024,1024,1083,,,,,
94,10.8,0m 10.8s,51.93767804,5.70387565,P-GPS,44.0,13.4,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-0.9,2.1,-2.9,14,1024,1024,1024,1024,1024,,,,,
95,10.9,0m 10.9s,51.93767802,5.70387566,P-GPS,44.0,13.4,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-0.6,2.3,-2.7,13.9,1024,1024,1024,1024,1024,,,,,
96,11,0m 11s,51.93767805,5.70387558,P-GPS,44.3,13.5,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-0.5,2.4,-2.6,13.8,1024,1024,951,1024,1024,,,,,
97,11.1,0m 11.1s,51.93767809,5.7038755,P-GPS,44.3,13.5,1.1,0.5,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-0.4,2.6,-2.2,13.7,1024,1024,953,1024,1024,,,,,
98,11.2,0m 11.2s,51.93767814,5.70387556,P-GPS,44.3,13.5,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.182,0.017,3.534,3.55,3.551,3.547,0,0,-0.3,2.7,-2,13.6,1024,1024,937,1024,1024,,,,,
99,11.3,0m 11.3s,51.93767816,5.70387549,P-GPS,44.3,13.5,0.0,0.0,1.1,0.3,51.93767575,5.70387256,20,32,14.28,0.078,3.582,3.595,3.586,3.517,0,0,-0.2,2.8,-1.7,13.6,1024,1024,916,1024,1024,,,,,
